Cycle: 5  NKG2A  32 nM_X	Cycle: 5  NKG2A  32 nM_Y	Fitted Cycle: 5  NKG2A  32 nM_X	Fitted Cycle: 5  NKG2A  32 nM_Y	Cycle: 6  NKG2A  16 nM_X	Cycle: 6  NKG2A  16 nM_Y	Fitted Cycle: 6  NKG2A  16 nM_X	Fitted Cycle: 6  NKG2A  16 nM_Y	Cycle: 7  NKG2A  8 nM_X	Cycle: 7  NKG2A  8 nM_Y	Fitted Cycle: 7  NKG2A  8 nM_X	Fitted Cycle: 7  NKG2A  8 nM_Y	Cycle: 8  NKG2A  4 nM_X	Cycle: 8  NKG2A  4 nM_Y	Fitted Cycle: 8  NKG2A  4 nM_X	Fitted Cycle: 8  NKG2A  4 nM_Y	Cycle: 9  NKG2A  2 nM_X	Cycle: 9  NKG2A  2 nM_Y	Fitted Cycle: 9  NKG2A  2 nM_X	Fitted Cycle: 9  NKG2A  2 nM_Y	Cycle: 10  NKG2A  8 nM_X	Cycle: 10  NKG2A  8 nM_Y	Fitted Cycle: 10  NKG2A  8 nM_X	Fitted Cycle: 10  NKG2A  8 nM_Y
430.44	0.796998	430.44	0.473307	430.44	0.492555	430.44	0.26411	430.44	0.188966	430.44	0.140713	430.44	0.128296	430.44	0.072643	430.44	-0.0141593	430.44	0.0368328	430.44	0.161988	430.44	0.140713
430.54	0.794393	430.54	0.472176	430.54	0.48409	430.54	0.263478	430.54	0.190267	430.54	0.140376	430.54	0.133504	430.54	0.0724693	430.54	-0.0167647	430.54	0.0367447	430.54	0.167928	430.54	0.140376
430.64	0.79309	430.64	0.471046	430.64	0.482788	430.64	0.262848	430.64	0.192871	430.64	0.14004	430.64	0.128296	430.64	0.072296	430.64	-0.0180668	430.64	0.0366568	430.64	0.173706	430.64	0.140041
430.74	0.785929	430.74	0.46992	430.74	0.485392	430.74	0.26222	430.74	0.197428	430.74	0.139706	430.74	0.130899	430.74	0.0721231	430.74	-0.0252281	430.74	0.0365692	430.74	0.162638	430.74	0.139706
430.84	0.796997	430.84	0.468797	430.84	0.480835	430.84	0.261593	430.84	0.19873	430.84	0.139372	430.84	0.138062	430.84	0.0719507	430.84	-0.0180668	430.84	0.0364818	430.84	0.16394	430.84	0.139372
430.94	0.789835	430.94	0.467675	430.94	0.477579	430.94	0.260967	430.94	0.185709	430.94	0.139038	430.94	0.134806	430.94	0.0717787	430.94	-0.0310878	430.94	0.0363945	430.94	0.164591	430.94	0.139038
431.04	0.782023	431.04	0.466557	431.04	0.465861	431.04	0.260343	431.04	0.187663	431.04	0.138706	431.04	0.123087	431.04	0.071607	431.04	-0.0330402	431.04	0.0363075	431.04	0.168497	431.04	0.138706
431.14	0.790242	431.14	0.465441	431.14	0.472127	431.14	0.259721	431.14	0.186116	431.14	0.138374	431.14	0.125448	431.14	0.0714358	431.14	-0.0267745	431.14	0.0362207	431.14	0.174765	431.14	0.138374
431.24	0.787232	431.24	0.464329	431.24	0.474976	431.24	0.2591	431.24	0.183106	431.24	0.138043	431.24	0.112671	431.24	0.0712649	431.24	-0.0336909	431.24	0.0361341	431.24	0.167846	431.24	0.138043
431.34	0.782429	431.34	0.463219	431.34	0.466267	431.34	0.25848	431.34	0.174397	431.34	0.137713	431.34	0.118367	431.34	0.0710946	431.34	-0.0279957	431.34	0.0360477	431.34	0.163045	431.34	0.137713
431.44	0.782676	431.44	0.462111	431.44	0.454795	431.44	0.257862	431.44	0.168784	431.44	0.137384	431.44	0.119833	431.44	0.0709246	431.44	-0.0362939	431.44	0.0359615	431.44	0.16329	431.44	0.137384
431.54	0.776162	431.54	0.461006	431.54	0.463906	431.54	0.257246	431.54	0.175942	431.54	0.137056	431.54	0.126993	431.54	0.0707549	431.54	-0.033042	431.54	0.0358755	431.54	0.166544	431.54	0.137055
431.64	0.772909	431.64	0.459903	431.64	0.450888	431.64	0.25663	431.64	0.168783	431.64	0.136728	431.64	0.119833	431.64	0.0705858	431.64	-0.0323887	431.64	0.0357897	431.64	0.153524	431.64	0.136728
431.74	0.76119	431.74	0.458804	431.74	0.455526	431.74	0.256017	431.74	0.168783	431.74	0.136401	431.74	0.119832	431.74	0.070417	431.74	-0.0382487	431.74	0.0357041	431.74	0.153524	431.74	0.136401
431.84	0.759238	431.84	0.457707	431.84	0.460654	431.84	0.255405	431.84	0.170737	431.84	0.136075	431.84	0.121786	431.84	0.0702486	431.84	-0.0362942	431.84	0.0356188	431.84	0.155478	431.84	0.136075
431.94	0.769734	431.94	0.456612	431.94	0.456746	431.94	0.254794	431.94	0.172688	431.94	0.135749	431.94	0.133503	431.94	0.0700807	431.94	-0.0245776	431.94	0.0355336	431.94	0.167195	431.94	0.135749
432.04	0.776815	432.04	0.455521	432.04	0.460653	432.04	0.254185	432.04	0.172689	432.04	0.135425	432.04	0.123739	432.04	0.0699131	432.04	-0.0304362	432.04	0.0354486	432.04	0.161336	432.04	0.135425
432.14	0.763795	432.14	0.454431	432.14	0.463258	432.14	0.253577	432.14	0.169435	432.14	0.135101	432.14	0.120483	432.14	0.0697459	432.14	-0.0278307	432.14	0.0353638	432.14	0.16394	432.14	0.135101
432.24	0.76835	432.24	0.453345	432.24	0.458047	432.24	0.25297	432.24	0.178628	432.24	0.134778	432.24	0.125041	432.24	0.0695791	432.24	-0.0330417	432.24	0.0352793	432.24	0.158732	432.24	0.134778
432.34	0.766806	432.34	0.452261	432.34	0.446738	432.34	0.252366	432.34	0.174399	432.34	0.134456	432.34	0.127401	432.34	0.0694128	432.34	-0.0345855	432.34	0.035195	432.34	0.157187	432.34	0.134456
432.44	0.76835	432.44	0.451179	432.44	0.452188	432.44	0.251762	432.44	0.166178	432.44	0.134134	432.44	0.134806	432.44	0.0692468	432.44	-0.0291349	432.44	0.0351108	432.44	0.147013	432.44	0.134134
432.54	0.771607	432.54	0.450101	432.54	0.457398	432.54	0.25116	432.54	0.169434	432.54	0.133813	432.54	0.134155	432.54	0.0690812	432.54	-0.0239256	432.54	0.0350268	432.54	0.150269	432.54	0.133813
432.64	0.766399	432.64	0.449024	432.64	0.448283	432.64	0.250559	432.64	0.173992	432.64	0.133493	432.64	0.121134	432.64	0.068916	432.64	-0.021321	432.64	0.0349431	432.64	0.14506	432.64	0.133493
432.74	0.76835	432.74	0.447951	432.74	0.446329	432.74	0.24996	432.74	0.179849	432.74	0.133174	432.74	0.126993	432.74	0.0687512	432.74	-0.0232757	432.74	0.0348595	432.74	0.147013	432.74	0.133174
432.84	0.767049	432.84	0.44688	432.84	0.445027	432.84	0.249363	432.84	0.172689	432.84	0.132856	432.84	0.13155	432.84	0.0685868	432.84	-0.0206708	432.84	0.0347762	432.84	0.149617	432.84	0.132856
432.94	0.755983	432.94	0.445811	432.94	0.447633	432.94	0.248766	432.94	0.171388	432.94	0.132538	432.94	0.13025	432.94	0.0684229	432.94	-0.0258775	432.94	0.034693	432.94	0.14441	432.94	0.132538
433.04	0.762491	433.04	0.444745	433.04	0.446329	433.04	0.248172	433.04	0.164224	433.04	0.132221	433.04	0.123087	433.04	0.0682592	433.04	-0.0232759	433.04	0.0346101	433.04	0.147013	433.04	0.132221
433.14	0.769002	433.14	0.443681	433.14	0.450887	433.14	0.247578	433.14	0.168782	433.14	0.131905	433.14	0.123739	433.14	0.068096	433.14	-0.0187176	433.14	0.0345273	433.14	0.137899	433.14	0.131905
433.24	0.757284	433.24	0.442621	433.24	0.454794	433.24	0.246986	433.24	0.162924	433.24	0.13159	433.24	0.125692	433.24	0.0679332	433.24	-0.0245762	433.24	0.0344447	433.24	0.135946	433.24	0.13159
433.34	0.758585	433.34	0.441563	433.34	0.450236	433.34	0.246396	433.34	0.164225	433.34	0.131275	433.34	0.132853	433.34	0.0677708	433.34	-0.0232751	433.34	0.0343624	433.34	0.141886	433.34	0.131275
433.44	0.750772	433.44	0.440506	433.44	0.458047	433.44	0.245806	433.44	0.166177	433.44	0.130961	433.44	0.134806	433.44	0.0676087	433.44	-0.0174167	433.44	0.0342802	433.44	0.15092	433.44	0.130961
433.54	0.750124	433.54	0.439453	433.54	0.453493	433.54	0.245219	433.54	0.161623	433.54	0.130648	433.54	0.12439	433.54	0.067447	433.54	-0.0161115	433.54	0.0341983	433.54	0.136597	433.54	0.130648
433.64	0.751423	433.64	0.438402	433.64	0.452839	433.64	0.244632	433.64	0.157063	433.64	0.130335	433.64	0.135457	433.64	0.0672858	433.64	-0.0206715	433.64	0.0341165	433.64	0.141805	433.64	0.130336
433.74	0.749471	433.74	0.437354	433.74	0.456747	433.74	0.244048	433.74	0.159017	433.74	0.130024	433.74	0.133504	433.74	0.0671248	433.74	-0.0179848	433.74	0.0340349	433.74	0.139852	433.74	0.130024
433.84	0.750773	433.84	0.436309	433.84	0.444377	433.84	0.243464	433.84	0.162272	433.84	0.129713	433.84	0.12504	433.84	0.0669644	433.84	-0.013509	433.84	0.0339535	433.84	0.131388	433.84	0.129713
433.94	0.749474	433.94	0.435265	433.94	0.446983	433.94	0.242882	433.94	0.164879	433.94	0.129403	433.94	0.133505	433.94	0.0668043	433.94	-0.0109023	433.94	0.0338723	433.94	0.149618	433.94	0.129403
434.04	0.746214	434.04	0.434224	434.04	0.453489	434.04	0.242301	434.04	0.175291	434.04	0.129093	434.04	0.140015	434.04	0.0666445	434.04	-0.0102559	434.04	0.0337913	434.04	0.146362	434.04	0.129093
434.14	0.750773	434.14	0.433186	434.14	0.449015	434.14	0.241722	434.14	0.172038	434.14	0.128785	434.14	0.135539	434.14	0.0664852	434.14	-3.74365e-3	434.14	0.0337105	434.14	0.15092	434.14	0.128785
434.24	0.755981	434.24	0.43215	434.24	0.455444	434.24	0.241144	434.24	0.171386	434.24	0.128477	434.24	0.141967	434.24	0.0663262	434.24	-4.88579e-4	434.24	0.0336299	434.24	0.156127	434.24	0.128477
434.34	0.742716	434.34	0.431117	434.34	0.453898	434.34	0.240567	434.34	0.16984	434.34	0.12817	434.34	0.130655	434.34	0.0661676	434.34	-7.8941e-3	434.34	0.0335495	434.34	0.144815	434.34	0.12817
434.44	0.745972	434.44	0.430086	434.44	0.443482	434.44	0.239992	434.44	0.173096	434.44	0.127863	434.44	0.133912	434.44	0.0660094	434.44	-8.5445e-3	434.44	0.0334693	434.44	0.144166	434.44	0.127863
434.54	0.750773	434.54	0.429058	434.54	0.446329	434.54	0.239418	434.54	0.168131	434.54	0.127557	434.54	0.128946	434.54	0.0658515	434.54	-9.6032e-3	434.54	0.0333893	434.54	0.143106	434.54	0.127557
434.64	0.740359	434.64	0.428031	434.64	0.435916	434.64	0.238845	434.64	0.163577	434.64	0.127252	434.64	0.12439	434.64	0.0656941	434.64	-0.0200171	434.64	0.0333094	434.64	0.132691	434.64	0.127252
434.74	0.752073	434.74	0.427008	434.74	0.445677	434.74	0.238274	434.74	0.173338	434.74	0.126948	434.74	0.134155	434.74	0.065537	434.74	-8.30257e-3	434.74	0.0332298	434.74	0.144409	434.74	0.126948
434.84	0.750123	434.84	0.425987	434.84	0.449586	434.84	0.237705	434.84	0.167481	434.84	0.126645	434.84	0.128296	434.84	0.0653803	434.84	-0.0102533	434.84	0.0331503	434.84	0.142456	434.84	0.126645
434.94	0.74231	434.94	0.424968	434.94	0.441772	434.94	0.237136	434.94	0.169434	434.94	0.126342	434.94	0.130249	434.94	0.065224	434.94	-0.0141602	434.94	0.033071	434.94	0.13855	434.94	0.126342
435.04	0.746949	435.04	0.423952	435.04	0.441773	435.04	0.236569	435.04	0.169434	435.04	0.12604	435.04	0.134156	435.04	0.065068	435.04	1.46526e-3	435.04	0.032992	435.04	0.14441	435.04	0.12604
435.14	0.745564	435.14	0.422938	435.14	0.44698	435.14	0.236003	435.14	0.164876	435.14	0.125738	435.14	0.141316	435.14	0.0649124	435.14	-6.99908e-3	435.14	0.0329131	435.14	0.145711	435.14	0.125738
435.24	0.745564	435.24	0.421927	435.24	0.443074	435.24	0.235439	435.24	0.170735	435.24	0.125438	435.24	0.141316	435.24	0.0647572	435.24	-3.09283e-3	435.24	0.0328344	435.24	0.137898	435.24	0.125437
435.34	0.747517	435.34	0.420919	435.34	0.448933	435.34	0.234876	435.34	0.177326	435.34	0.125138	435.34	0.135457	435.34	0.0646024	435.34	4.71884e-3	435.34	0.0327559	435.34	0.145711	435.34	0.125138
435.44	0.73295	435.44	0.419912	435.44	0.440226	435.44	0.234315	435.44	0.179605	435.44	0.124838	435.44	0.136516	435.44	0.0644479	435.44	-8.2016e-5	435.44	0.0326776	435.44	0.144817	435.44	0.124838
435.54	0.732546	435.54	0.418908	435.54	0.435915	435.54	0.233754	435.54	0.175295	435.54	0.12454	435.54	0.132203	435.54	0.0642938	435.54	-0.0102516	435.54	0.0325994	435.54	0.136598	435.54	0.12454
435.64	0.744913	435.64	0.417906	435.64	0.446329	435.64	0.233195	435.64	0.185709	435.64	0.124242	435.64	0.132852	435.64	0.0641401	435.64	2.11555e-3	435.64	0.0325215	435.64	0.143106	435.64	0.124242
435.74	0.741007	435.74	0.416907	435.74	0.444376	435.74	0.232638	435.74	0.193522	435.74	0.123945	435.74	0.140666	435.74	0.0639866	435.74	4.06843e-3	435.74	0.0324437	435.74	0.148966	435.74	0.123945
435.84	0.743613	435.84	0.41591	435.84	0.441122	435.84	0.232082	435.84	0.178549	435.84	0.123649	435.84	0.127645	435.84	0.0638337	435.84	4.72111e-3	435.84	0.0323662	435.84	0.151571	435.84	0.123649
435.94	0.744915	435.94	0.414915	435.94	0.446331	435.94	0.231527	435.94	0.179852	435.94	0.123353	435.94	0.128947	435.94	0.0636811	435.94	0.0118829	435.94	0.0322887	435.94	0.143107	435.94	0.123353
436.04	0.749469	436.04	0.413924	436.04	0.456744	436.04	0.230973	436.04	0.184406	436.04	0.123058	436.04	0.127644	436.04	0.0635288	436.04	6.67119e-3	436.04	0.0322115	436.04	0.147664	436.04	0.123058
436.14	0.741658	436.14	0.412934	436.14	0.445027	436.14	0.230421	436.14	0.182454	436.14	0.122764	436.14	0.131552	436.14	0.0633769	436.14	4.71967e-3	436.14	0.0321345	436.14	0.140585	436.14	0.122764
436.24	0.744263	436.24	0.411946	436.24	0.441773	436.24	0.22987	436.24	0.183106	436.24	0.12247	436.24	0.11853	436.24	0.0632253	436.24	1.46526e-3	436.24	0.0320577	436.24	0.144409	436.24	0.12247
436.34	0.73645	436.34	0.410962	436.34	0.447631	436.34	0.22932	436.34	0.190917	436.34	0.122178	436.34	0.12439	436.34	0.0630741	436.34	8.05604e-3	436.34	0.031981	436.34	0.136597	436.34	0.122177
436.44	0.733845	436.44	0.409979	436.44	0.441121	436.44	0.228772	436.44	0.178548	436.44	0.121885	436.44	0.127645	436.44	0.0629234	436.44	2.76637e-3	436.44	0.0319045	436.44	0.133993	436.44	0.121885
436.54	0.731893	436.54	0.408998	436.54	0.443807	436.54	0.228225	436.54	0.176595	436.54	0.121594	436.54	0.115925	436.54	0.0627729	436.54	8.13782e-4	436.54	0.0318283	436.54	0.135945	436.54	0.121594
436.64	0.737103	436.64	0.40802	436.64	0.45219	436.64	0.227679	436.64	0.177898	436.64	0.121303	436.64	0.121135	436.64	0.0626228	436.64	2.11716e-3	436.64	0.0317521	436.64	0.133342	436.64	0.121303
436.74	0.744913	436.74	0.407045	436.74	0.444376	436.74	0.227135	436.74	0.170084	436.74	0.121013	436.74	0.128947	436.74	0.062473	436.74	4.06802e-3	436.74	0.0316762	436.74	0.135294	436.74	0.121013
436.84	0.729941	436.84	0.406072	436.84	0.441123	436.84	0.226592	436.84	0.170737	436.84	0.120724	436.84	0.125692	436.84	0.0623237	436.84	-5.04416e-3	436.84	0.0316005	436.84	0.13204	436.84	0.120724
436.94	0.733194	436.94	0.4051	436.94	0.43461	436.94	0.22605	436.94	0.179849	436.94	0.120435	436.94	0.133585	436.94	0.0621747	436.94	4.06802e-3	436.94	0.0315249	436.94	0.129435	436.94	0.120435
437.04	0.721477	437.04	0.404132	437.04	0.432658	437.04	0.225509	437.04	0.181804	437.04	0.120147	437.04	0.128947	437.04	0.0620259	437.04	2.1165e-3	437.04	0.0314496	437.04	0.123576	437.04	0.120147
437.14	0.727336	437.14	0.403165	437.14	0.438517	437.14	0.22497	437.14	0.17985	437.14	0.11986	437.14	0.1309	437.14	0.0618777	437.14	-1.7904e-3	437.14	0.0313743	437.14	0.125529	437.14	0.11986
437.24	0.732951	437.24	0.402202	437.24	0.432414	437.24	0.224432	437.24	0.179606	437.24	0.119573	437.24	0.134562	437.24	0.0617297	437.24	3.82525e-3	437.24	0.0312993	437.24	0.125285	437.24	0.119573
437.34	0.727986	437.34	0.40124	437.34	0.433309	437.34	0.223896	437.34	0.180501	437.34	0.119287	437.34	0.131551	437.34	0.0615821	437.34	4.71979e-3	437.34	0.0312245	437.34	0.130086	437.34	0.119287
437.44	0.735555	437.44	0.40028	437.44	0.435018	437.44	0.22336	437.44	0.182211	437.44	0.119002	437.44	0.13326	437.44	0.0614349	437.44	-3.33625e-3	437.44	0.0311498	437.44	0.137655	437.44	0.119002
437.54	0.726684	437.54	0.399323	437.54	0.430053	437.54	0.222826	437.54	0.183105	437.54	0.118718	437.54	0.128296	437.54	0.0612879	437.54	1.46419e-3	437.54	0.0310754	437.54	0.126831	437.54	0.118717
437.64	0.727985	437.64	0.398368	437.64	0.433308	437.64	0.222293	437.64	0.174641	437.64	0.118434	437.64	0.131552	437.64	0.0611414	437.64	4.71884e-3	437.64	0.031001	437.64	0.128134	437.64	0.118434
437.74	0.718874	437.74	0.397416	437.74	0.432009	437.74	0.221762	437.74	0.175295	437.74	0.11815	437.74	0.126343	437.74	0.0609952	437.74	-4.86016e-4	437.74	0.0309269	437.74	0.119019	437.74	0.11815
437.84	0.722126	437.84	0.396466	437.84	0.44112	437.84	0.221232	437.84	0.178547	437.84	0.117868	437.84	0.121785	437.84	0.0608493	437.84	-5.0472e-3	437.84	0.030853	437.84	0.122273	437.84	0.117868
437.94	0.714315	437.94	0.395517	437.94	0.433309	437.94	0.220702	437.94	0.174642	437.94	0.117586	437.94	0.129599	437.94	0.0607039	437.94	2.76715e-3	437.94	0.0307792	437.94	0.124228	437.94	0.117586
438.04	0.703248	438.04	0.394572	438.04	0.435914	438.04	0.220175	438.04	0.1792	438.04	0.117305	438.04	0.128296	438.04	0.0605587	438.04	5.37193e-3	438.04	0.0307056	438.04	0.11316	438.04	0.117305
438.14	0.705283	438.14	0.393628	438.14	0.443076	438.14	0.219648	438.14	0.176597	438.14	0.117024	438.14	0.115926	438.14	0.0604139	438.14	-1.1375e-3	438.14	0.0306322	438.14	0.110555	438.14	0.117024
438.24	0.709755	438.24	0.392687	438.24	0.456093	438.24	0.219123	438.24	0.183754	438.24	0.116745	438.24	0.126994	438.24	0.0602694	438.24	6.01995e-3	438.24	0.0305589	438.24	0.121623	438.24	0.116744
438.34	0.708455	438.34	0.391748	438.34	0.445028	438.34	0.218599	438.34	0.182454	438.34	0.116465	438.34	0.121785	438.34	0.0601253	438.34	8.62634e-3	438.34	0.0304859	438.34	0.12618	438.34	0.116465
438.44	0.693484	438.44	0.390811	438.44	0.441775	438.44	0.218076	438.44	0.179202	438.44	0.116187	438.44	0.118531	438.44	0.0599816	438.44	1.46723e-3	438.44	0.0304129	438.44	0.122925	438.44	0.116187
438.54	0.703896	438.54	0.389877	438.54	0.448281	438.54	0.217555	438.54	0.175942	438.54	0.115909	438.54	0.12504	438.54	0.0598381	438.54	7.9729e-3	438.54	0.0303402	438.54	0.129435	438.54	0.115909
438.64	0.706502	438.64	0.388945	438.64	0.448934	438.64	0.217035	438.64	0.172689	438.64	0.115632	438.64	0.11202	438.64	0.0596951	438.64	4.71985e-3	438.64	0.0302677	438.64	0.116415	438.64	0.115632
438.74	0.69869	438.74	0.388015	438.74	0.443075	438.74	0.216516	438.74	0.170736	438.74	0.115355	438.74	0.113973	438.74	0.0595523	438.74	6.67381e-3	438.74	0.0301953	438.74	0.118368	438.74	0.115355
438.84	0.696737	438.84	0.387087	438.84	0.445028	438.84	0.215998	438.84	0.16683	438.84	0.11508	438.84	0.112021	438.84	0.0594099	438.84	4.72045e-3	438.84	0.0301231	438.84	0.126181	438.84	0.11508
438.94	0.696735	438.94	0.386161	438.94	0.439166	438.94	0.215481	438.94	0.177326	438.94	0.114804	438.94	0.115925	438.94	0.0592679	438.94	9.3568e-3	438.94	0.0300511	438.94	0.126179	438.94	0.114805
439.04	0.697388	439.04	0.385238	439.04	0.441773	439.04	0.214966	439.04	0.181153	439.04	0.11453	439.04	0.11853	439.04	0.0591261	439.04	3.41839e-3	439.04	0.0299792	439.04	0.122924	439.04	0.11453
439.14	0.690229	439.14	0.384317	439.14	0.43266	439.14	0.214452	439.14	0.166181	439.14	0.114256	439.14	0.115276	439.14	0.0589848	439.14	1.65045e-4	439.14	0.0299075	439.14	0.11967	439.14	0.114256
439.24	0.695433	439.24	0.383398	439.24	0.443724	439.24	0.213939	439.24	0.171385	439.24	0.113983	439.24	0.110718	439.24	0.0588437	439.24	5.36948e-3	439.24	0.029836	439.24	0.115112	439.24	0.113983
439.34	0.689575	439.34	0.382481	439.34	0.443726	439.34	0.213428	439.34	0.175293	439.34	0.11371	439.34	0.114624	439.34	0.058703	439.34	5.37109e-3	439.34	0.0297647	439.34	0.115112	439.34	0.11371
439.44	0.698038	439.44	0.381566	439.44	0.436563	439.44	0.212918	439.44	0.183756	439.44	0.113438	439.44	0.123088	439.44	0.0585627	439.44	-1.79136e-3	439.44	0.0296935	439.44	0.121623	439.44	0.113439
439.54	0.69869	439.54	0.380654	439.54	0.437948	439.54	0.212409	439.54	0.180502	439.54	0.113167	439.54	0.110066	439.54	0.0584226	439.54	-1.13893e-3	439.54	0.0296225	439.54	0.114461	439.54	0.113167
439.64	0.704549	439.64	0.379744	439.64	0.433309	439.64	0.2119	439.64	0.174642	439.64	0.112897	439.64	0.110067	439.64	0.0582829	439.64	4.72009e-3	439.64	0.0295517	439.64	0.114462	439.64	0.112897
439.74	0.692831	439.74	0.378836	439.74	0.431356	439.74	0.211394	439.74	0.178548	439.74	0.112627	439.74	0.108113	439.74	0.0581435	439.74	2.76709e-3	439.74	0.029481	439.74	0.112508	439.74	0.112627
439.84	0.701699	439.84	0.37793	439.84	0.440224	439.84	0.210889	439.84	0.173745	439.84	0.112357	439.84	0.103311	439.84	0.0580045	439.84	-2.03669e-3	439.84	0.0294105	439.84	0.117472	439.84	0.112357
439.94	0.703655	439.94	0.377026	439.94	0.432415	439.94	0.210384	439.94	0.169842	439.94	0.112089	439.94	0.104045	439.94	0.0578659	439.94	-5.93972e-3	439.94	0.0293402	439.94	0.107707	439.94	0.112089
440.04	0.694783	440.04	0.376125	440.04	0.437215	440.04	0.209881	440.04	0.174642	440.04	0.111821	440.04	0.11202	440.04	0.0577275	440.04	-1.13958e-3	440.04	0.0292701	440.04	0.114461	440.04	0.111821
440.14	0.700643	440.14	0.375225	440.14	0.435262	440.14	0.209379	440.14	0.172689	440.14	0.111553	440.14	0.113973	440.14	0.0575895	440.14	6.67322e-3	440.14	0.0292	440.14	0.116414	440.14	0.111553
440.24	0.696736	440.24	0.374328	440.24	0.439168	440.24	0.208879	440.24	0.172688	440.24	0.111287	440.24	0.113972	440.24	0.0574517	440.24	6.67256e-3	440.24	0.0291302	440.24	0.116414	440.24	0.111286
440.34	0.698038	440.34	0.373434	440.34	0.446329	440.34	0.208379	440.34	0.177897	440.34	0.111021	440.34	0.115275	440.34	0.0573144	440.34	2.11549e-3	440.34	0.0290606	440.34	0.107951	440.34	0.11102
440.44	0.69519	440.44	0.37254	440.44	0.447387	440.44	0.207881	440.44	0.180908	440.44	0.110755	440.44	0.100708	440.44	0.0571773	440.44	5.12666e-3	440.44	0.0289911	440.44	0.105103	440.44	0.110755
440.54	0.684368	440.54	0.37165	440.54	0.442424	440.54	0.207384	440.54	0.170086	440.54	0.11049	440.54	0.103557	440.54	0.0570406	440.54	4.06998e-3	440.54	0.0289218	440.54	0.108684	440.54	0.11049
440.64	0.690226	440.64	0.370761	440.64	0.444376	440.64	0.206888	440.64	0.172037	440.64	0.110226	440.64	0.111368	440.64	0.0569042	440.64	6.0215e-3	440.64	0.0288526	440.64	0.105997	440.64	0.110226
440.74	0.684367	440.74	0.369874	440.74	0.444377	440.74	0.206393	440.74	0.175944	440.74	0.109962	440.74	0.101603	440.74	0.0567681	440.74	-5.69659e-3	440.74	0.0287836	440.74	0.105998	440.74	0.109962
440.84	0.684367	440.84	0.36899	440.84	0.438517	440.84	0.2059	440.84	0.181803	440.84	0.1097	440.84	0.101603	440.84	0.0566324	440.84	-5.69659e-3	440.84	0.0287148	440.84	0.105998	440.84	0.109699
440.94	0.685668	440.94	0.368108	440.94	0.445678	440.94	0.205407	440.94	0.173339	440.94	0.109437	440.94	0.102905	440.94	0.056497	440.94	-4.39531e-3	440.94	0.0286461	440.94	0.1073	440.94	0.109437
441.04	0.673299	441.04	0.367228	441.04	0.433309	441.04	0.204916	441.04	0.170736	441.04	0.109176	441.04	0.0905349	441.04	0.0563619	441.04	-3.09229e-3	441.04	0.0285777	441.04	0.104695	441.04	0.109175
441.14	0.66622	441.14	0.366349	441.14	0.431357	441.14	0.204426	441.14	0.168784	441.14	0.108914	441.14	0.0924892	441.14	0.0562271	441.14	-8.95077e-3	441.14	0.0285093	441.14	0.102743	441.14	0.108914
441.24	0.674602	441.24	0.365473	441.24	0.436565	441.24	0.203937	441.24	0.16032	441.24	0.108654	441.24	0.099651	441.24	0.0560926	441.24	-7.64918e-3	441.24	0.0284411	441.24	0.104046	441.24	0.108654
441.34	0.670693	441.34	0.3646	441.34	0.438515	441.34	0.20345	441.34	0.170083	441.34	0.108394	441.34	0.0957438	441.34	0.0559586	441.34	-0.0115578	441.34	0.0283732	441.34	0.104045	441.34	0.108394
441.44	0.675904	441.44	0.363728	441.44	0.43982	441.44	0.202963	441.44	0.167481	441.44	0.108135	441.44	0.0970459	441.44	0.0558248	441.44	-6.34706e-3	441.44	0.0283053	441.44	0.111206	441.44	0.108135
441.54	0.67395	441.54	0.362858	441.54	0.432006	441.54	0.202478	441.54	0.169433	441.54	0.107876	441.54	0.102905	441.54	0.0556912	441.54	1.46425e-3	441.54	0.0282376	441.54	0.113159	441.54	0.107876
441.64	0.660929	441.64	0.36199	441.64	0.428752	441.64	0.201994	441.64	0.166178	441.64	0.107618	441.64	0.105509	441.64	0.0555581	441.64	-1.79034e-3	441.64	0.0281701	441.64	0.109904	441.64	0.107619
441.74	0.660929	441.74	0.361125	441.74	0.417032	441.74	0.201511	441.74	0.160318	441.74	0.107361	441.74	0.105509	441.74	0.0554252	441.74	-0.0115566	441.74	0.0281027	441.74	0.100138	441.74	0.107361
441.84	0.664834	441.84	0.360261	441.84	0.420938	441.84	0.201029	441.84	0.170083	441.84	0.107105	441.84	0.109416	441.84	0.0552927	441.84	-0.0174165	441.84	0.0280356	441.84	0.104045	441.84	0.107104
441.94	0.657023	441.94	0.3594	441.94	0.422892	441.94	0.200548	441.94	0.168132	441.94	0.106848	441.94	0.107463	441.94	0.0551605	441.94	-0.015462	441.94	0.0279685	441.94	0.105998	441.94	0.106848
442.04	0.663533	442.04	0.358541	442.04	0.429402	442.04	0.200069	442.04	0.168782	442.04	0.106593	442.04	0.102254	442.04	0.0550286	442.04	-8.95262e-3	442.04	0.0279016	442.04	0.112508	442.04	0.106593
442.14	0.658325	442.14	0.357683	442.14	0.414429	442.14	0.19959	442.14	0.151856	442.14	0.106338	442.14	0.102906	442.14	0.0548971	442.14	-0.0200195	442.14	0.0278349	442.14	0.1073	442.14	0.106338
442.24	0.650514	442.24	0.356828	442.24	0.412477	442.24	0.199113	442.24	0.154543	442.24	0.106084	442.24	0.100953	442.24	0.0547657	442.24	-0.0161117	442.24	0.0277684	442.24	0.105348	442.24	0.106084
