Cycle: 5  NKG2A  32 nM_X	Cycle: 5  NKG2A  32 nM_Y	Fitted Cycle: 5  NKG2A  32 nM_X	Fitted Cycle: 5  NKG2A  32 nM_Y	Cycle: 6  NKG2A  16 nM_X	Cycle: 6  NKG2A  16 nM_Y	Fitted Cycle: 6  NKG2A  16 nM_X	Fitted Cycle: 6  NKG2A  16 nM_Y	Cycle: 7  NKG2A  8 nM_X	Cycle: 7  NKG2A  8 nM_Y	Fitted Cycle: 7  NKG2A  8 nM_X	Fitted Cycle: 7  NKG2A  8 nM_Y	Cycle: 8  NKG2A  4 nM_X	Cycle: 8  NKG2A  4 nM_Y	Fitted Cycle: 8  NKG2A  4 nM_X	Fitted Cycle: 8  NKG2A  4 nM_Y	Cycle: 9  NKG2A  2 nM_X	Cycle: 9  NKG2A  2 nM_Y	Fitted Cycle: 9  NKG2A  2 nM_X	Fitted Cycle: 9  NKG2A  2 nM_Y	Cycle: 10  NKG2A  8 nM_X	Cycle: 10  NKG2A  8 nM_Y	Fitted Cycle: 10  NKG2A  8 nM_X	Fitted Cycle: 10  NKG2A  8 nM_Y
145.64	11.0437	145.64	11.202	145.64	6.39164	145.64	6.43604	145.64	3.36344	145.64	3.43678	145.64	1.75785	145.64	1.76995	145.64	0.781413	145.64	0.831758	145.64	3.23295	145.64	3.29138
145.74	11.0437	145.74	11.2023	145.74	6.39164	145.74	6.43635	145.74	3.3693	145.74	3.43698	145.74	1.76371	145.74	1.77006	145.74	0.771647	145.74	0.831816	145.74	3.23417	145.74	3.29158
145.84	11.045	145.84	11.2027	145.84	6.38245	145.84	6.43666	145.84	3.36475	145.84	3.43718	145.84	1.76111	145.84	1.77017	145.84	0.77417	145.84	0.831875	145.84	3.22839	145.84	3.29178
145.94	11.0509	145.94	11.2031	145.94	6.38318	145.94	6.43697	145.94	3.37183	145.94	3.43737	145.94	1.76306	145.94	1.77028	145.94	0.769043	145.94	0.831933	145.94	3.23621	145.94	3.29197
146.04	11.0446	146.04	11.2035	146.04	6.38733	146.04	6.43728	146.04	3.3689	146.04	3.43757	146.04	1.75085	146.04	1.77039	146.04	0.773195	146.04	0.831992	146.04	3.2345	146.04	3.29217
146.14	11.0535	146.14	11.2039	146.14	6.39359	146.14	6.43759	146.14	3.3693	146.14	3.43776	146.14	1.76371	146.14	1.7705	146.14	0.773598	146.14	0.83205	146.14	3.24467	146.14	3.29236
146.24	11.0561	146.24	11.2043	146.24	6.39229	146.24	6.43789	146.24	3.36995	146.24	3.43796	146.24	1.76827	146.24	1.77061	146.24	0.772298	146.24	0.832108	146.24	3.24727	146.24	3.29256
146.34	11.0492	146.34	11.2047	146.34	6.38928	146.34	6.4382	146.34	3.37085	146.34	3.43815	146.34	1.7594	146.34	1.77072	146.34	0.773193	146.34	0.832166	146.34	3.25012	146.34	3.29275
146.44	11.0479	146.44	11.205	146.44	6.39189	146.44	6.43851	146.44	3.37541	146.44	3.43834	146.44	1.76396	146.44	1.77083	146.44	0.77775	146.44	0.832224	146.44	3.24882	146.44	3.29294
146.54	11.0431	146.54	11.2054	146.54	6.39294	146.54	6.43881	146.54	3.37451	146.54	3.43854	146.54	1.75915	146.54	1.77094	146.54	0.772948	146.54	0.832281	146.54	3.25378	146.54	3.29314
146.64	11.0411	146.64	11.2058	146.64	6.38904	146.64	6.43911	146.64	3.37647	146.64	3.43873	146.64	1.75525	146.64	1.77104	146.64	0.769044	146.64	0.832339	146.64	3.25183	146.64	3.29333
146.74	11.0483	146.74	11.2062	146.74	6.39229	146.74	6.43942	146.74	3.36995	146.74	3.43892	146.74	1.74874	146.74	1.77115	146.74	0.776204	146.74	0.832396	146.74	3.25435	146.74	3.29352
146.84	11.049	146.84	11.2065	146.84	6.38708	146.84	6.43972	146.84	3.37842	146.84	3.43911	146.84	1.7572	146.84	1.77126	146.84	0.776855	146.84	0.832453	146.84	3.24792	146.84	3.29371
146.94	11.0516	146.94	11.2069	146.94	6.38896	146.94	6.44002	146.94	3.37712	146.94	3.4393	146.94	1.76567	146.94	1.77137	146.94	0.778727	146.94	0.83251	146.94	3.25444	146.94	3.2939
147.04	11.0563	147.04	11.2073	147.04	6.40491	147.04	6.44032	147.04	3.38184	147.04	3.43949	147.04	1.77698	147.04	1.77148	147.04	0.788818	147.04	0.832567	147.04	3.26575	147.04	3.29409
147.14	11.0444	147.14	11.2077	147.14	6.39425	147.14	6.44062	147.14	3.38363	147.14	3.43968	147.14	1.77218	147.14	1.77158	147.14	0.784017	147.14	0.832624	147.14	3.26485	147.14	3.29428
147.24	11.0457	147.24	11.208	147.24	6.38578	147.24	6.44092	147.24	3.38102	147.24	3.43987	147.24	1.76884	147.24	1.77169	147.24	0.781413	147.24	0.83268	147.24	3.25248	147.24	3.29447
147.34	11.0544	147.34	11.2084	147.34	6.39449	147.34	6.44122	147.34	3.38973	147.34	3.44006	147.34	1.7607	147.34	1.7718	147.34	0.784261	147.34	0.832737	147.34	3.25533	147.34	3.29466
147.44	11.0577	147.44	11.2088	147.44	6.38798	147.44	6.44151	147.44	3.39884	147.44	3.44025	147.44	1.76786	147.44	1.7719	147.44	0.77775	147.44	0.832793	147.44	3.25273	147.44	3.29485
147.54	11.0483	147.54	11.2092	147.54	6.38839	147.54	6.44181	147.54	3.39535	147.54	3.44044	147.54	1.77413	147.54	1.77201	147.54	0.787924	147.54	0.832849	147.54	3.25899	147.54	3.29504
147.64	11.0574	147.64	11.2095	147.64	6.39359	147.64	6.44211	147.64	3.40055	147.64	3.44063	147.64	1.77934	147.64	1.77211	147.64	0.787271	147.64	0.832905	147.64	3.25444	147.64	3.29523
147.74	11.0665	147.74	11.2099	147.74	6.3949	147.74	6.4424	147.74	3.40186	147.74	3.44081	147.74	1.77478	147.74	1.77222	147.74	0.794434	147.74	0.832961	147.74	3.25964	147.74	3.29541
147.84	11.0548	147.84	11.2102	147.84	6.38245	147.84	6.4427	147.84	3.39404	147.84	3.441	147.84	1.77869	147.84	1.77232	147.84	0.79248	147.84	0.833017	147.84	3.26355	147.84	3.2956
147.94	11.0626	147.94	11.2106	147.94	6.38513	147.94	6.44299	147.94	3.40381	147.94	3.44119	147.94	1.78259	147.94	1.77243	147.94	0.790527	147.94	0.833073	147.94	3.26868	147.94	3.29579
148.04	11.0717	148.04	11.211	148.04	6.39229	148.04	6.44328	148.04	3.40706	148.04	3.44137	148.04	1.78585	148.04	1.77253	148.04	0.799641	148.04	0.833128	148.04	3.26094	148.04	3.29597
148.14	11.0587	148.14	11.2113	148.14	6.38123	148.14	6.44357	148.14	3.40381	148.14	3.44156	148.14	1.78455	148.14	1.77264	148.14	0.797608	148.14	0.833184	148.14	3.24792	148.14	3.29616
148.24	11.056	148.24	11.2117	148.24	6.37732	148.24	6.44386	148.24	3.40186	148.24	3.44174	148.24	1.77673	148.24	1.77274	148.24	0.784668	148.24	0.833239	148.24	3.24597	148.24	3.29634
148.34	11.0551	148.34	11.2121	148.34	6.38342	148.34	6.44415	148.34	3.39624	148.34	3.44193	148.34	1.78284	148.34	1.77285	148.34	0.779053	148.34	0.833294	148.34	3.25012	148.34	3.29653
148.44	11.0644	148.44	11.2124	148.44	6.37911	148.44	6.44444	148.44	3.40682	148.44	3.44211	148.44	1.7922	148.44	1.77295	148.44	0.80013	148.44	0.833349	148.44	3.25167	148.44	3.29671
148.54	11.0646	148.54	11.2128	148.54	6.38513	148.54	6.44473	148.54	3.41162	148.54	3.44229	148.54	1.80139	148.54	1.77305	148.54	0.794433	148.54	0.833404	148.54	3.25574	148.54	3.29689
148.64	11.0633	148.64	11.2131	148.64	6.38774	148.64	6.44502	148.64	3.40055	148.64	3.44248	148.64	1.7891	148.64	1.77316	148.64	0.793131	148.64	0.833459	148.64	3.25443	148.64	3.29708
148.74	11.06	148.74	11.2135	148.74	6.38057	148.74	6.44531	148.74	3.4012	148.74	3.44266	148.74	1.78585	148.74	1.77326	148.74	0.780111	148.74	0.833513	148.74	3.25118	148.74	3.29726
148.84	11.0659	148.84	11.2138	148.84	6.38448	148.84	6.44559	148.84	3.40706	148.84	3.44284	148.84	1.78585	148.84	1.77336	148.84	0.784017	148.84	0.833568	148.84	3.24532	148.84	3.29744
148.94	11.0665	148.94	11.2142	148.94	6.3844	148.94	6.44588	148.94	3.40576	148.94	3.44302	148.94	1.79041	148.94	1.77346	148.94	0.794434	148.94	0.833622	148.94	3.255	148.94	3.29762
149.04	11.0646	149.04	11.2145	149.04	6.38513	149.04	6.44616	149.04	3.3999	149.04	3.4432	149.04	1.77869	149.04	1.77357	149.04	0.79248	149.04	0.833676	149.04	3.25183	149.04	3.2978
149.14	11.0633	149.14	11.2149	149.14	6.38969	149.14	6.44645	149.14	3.3986	149.14	3.44338	149.14	1.77738	149.14	1.77367	149.14	0.790446	149.14	0.83373	149.14	3.25248	149.14	3.29798
149.24	11.0626	149.24	11.2152	149.24	6.38513	149.24	6.44673	149.24	3.39404	149.24	3.44356	149.24	1.77673	149.24	1.77377	149.24	0.788574	149.24	0.833784	149.24	3.24207	149.24	3.29816
149.34	11.073	149.34	11.2156	149.34	6.39425	149.34	6.44701	149.34	3.39925	149.34	3.44374	149.34	1.78975	149.34	1.77387	149.34	0.789876	149.34	0.833838	149.34	3.25313	149.34	3.29834
149.44	11.0638	149.44	11.2159	149.44	6.38822	149.44	6.44729	149.44	3.40104	149.44	3.44392	149.44	1.77714	149.44	1.77397	149.44	0.789713	149.44	0.833892	149.44	3.24125	149.44	3.29852
149.54	11.0713	149.54	11.2163	149.54	6.38993	149.54	6.44757	149.54	3.39811	149.54	3.4441	149.54	1.77763	149.54	1.77407	149.54	0.791422	149.54	0.833945	149.54	3.24296	149.54	3.2987
149.64	11.0665	149.64	11.2166	149.64	6.37537	149.64	6.44785	149.64	3.39209	149.64	3.44428	149.64	1.77673	149.64	1.77417	149.64	0.786622	149.64	0.833999	149.64	3.24207	149.64	3.29888
149.74	11.0678	149.74	11.217	149.74	6.37862	149.74	6.44813	149.74	3.3973	149.74	3.44446	149.74	1.77413	149.74	1.77427	149.74	0.782064	149.74	0.834052	149.74	3.24923	149.74	3.29906
149.84	11.0626	149.84	11.2173	149.84	6.37732	149.84	6.44841	149.84	3.40967	149.84	3.44463	149.84	1.77869	149.84	1.77437	149.84	0.79248	149.84	0.834105	149.84	3.25378	149.84	3.29923
149.94	11.0691	149.94	11.2177	149.94	6.38578	149.94	6.44869	149.94	3.41227	149.94	3.44481	149.94	1.77152	149.94	1.77447	149.94	0.795084	149.94	0.834158	149.94	3.25566	149.94	3.29941
150.04	11.0763	150.04	11.218	150.04	6.38904	150.04	6.44897	150.04	3.40186	150.04	3.44499	150.04	1.77478	150.04	1.77457	150.04	0.788574	150.04	0.834211	150.04	3.25769	150.04	3.29959
150.14	11.0795	150.14	11.2183	150.14	6.38448	150.14	6.44924	150.14	3.4012	150.14	3.44516	150.14	1.76632	150.14	1.77467	150.14	0.793783	150.14	0.834264	150.14	3.25313	150.14	3.29976
150.24	11.0841	150.24	11.2187	150.24	6.39221	150.24	6.44952	150.24	3.3999	150.24	3.44534	150.24	1.77283	150.24	1.77477	150.24	0.801514	150.24	0.834316	150.24	3.26355	150.24	3.29994
150.34	11.0841	150.34	11.219	150.34	6.38123	150.34	6.44979	150.34	3.3999	150.34	3.44551	150.34	1.76501	150.34	1.77487	150.34	0.790527	150.34	0.834369	150.34	3.25964	150.34	3.30011
150.44	11.0787	150.44	11.2194	150.44	6.38562	150.44	6.45007	150.44	3.4043	150.44	3.44569	150.44	1.76282	150.44	1.77497	150.44	0.794922	150.44	0.834421	150.44	3.24841	150.44	3.30029
150.54	11.085	150.54	11.2197	150.54	6.38798	150.54	6.45034	150.54	3.40592	150.54	3.44586	150.54	1.76786	150.54	1.77507	150.54	0.799234	150.54	0.834474	150.54	3.25077	150.54	3.30046
150.64	11.0905	150.64	11.22	150.64	6.38253	150.64	6.45061	150.64	3.40511	150.64	3.44604	150.64	1.77608	150.64	1.77516	150.64	0.793782	150.64	0.834526	150.64	3.24532	150.64	3.30064
150.74	11.0795	150.74	11.2204	150.74	6.38839	150.74	6.45088	150.74	3.40511	150.74	3.44621	150.74	1.76632	150.74	1.77526	150.74	0.799642	150.74	0.834578	150.74	3.25118	150.74	3.30081
150.84	11.0763	150.84	11.2207	150.84	6.37927	150.84	6.45115	150.84	3.39209	150.84	3.44638	150.84	1.76306	150.84	1.77536	150.84	0.796387	150.84	0.83463	150.84	3.24792	150.84	3.30098
150.94	11.0809	150.94	11.221	150.94	6.38969	150.94	6.45142	150.94	3.40251	150.94	3.44656	150.94	1.75785	150.94	1.77546	150.94	0.791178	150.94	0.834681	150.94	3.24272	150.94	3.30116
151.04	11.0737	151.04	11.2214	151.04	6.39425	151.04	6.45169	151.04	3.40706	151.04	3.44673	151.04	1.76046	151.04	1.77555	151.04	0.789876	151.04	0.834733	151.04	3.24532	151.04	3.30133
151.14	11.0815	151.14	11.2217	151.14	6.39229	151.14	6.45196	151.14	3.39925	151.14	3.4469	151.14	1.76827	151.14	1.77565	151.14	0.79183	151.14	0.834784	151.14	3.2524	151.14	3.3015
151.24	11.0743	151.24	11.222	151.24	6.39099	151.24	6.45223	151.24	3.39795	151.24	3.44707	151.24	1.76697	151.24	1.77575	151.24	0.794434	151.24	0.834836	151.24	3.24011	151.24	3.30167
151.34	11.0756	151.34	11.2223	151.34	6.40011	151.34	6.4525	151.34	3.40316	151.34	3.44724	151.34	1.77218	151.34	1.77584	151.34	0.795736	151.34	0.834887	151.34	3.24532	151.34	3.30184
151.44	11.0815	151.44	11.2227	151.44	6.40596	151.44	6.45276	151.44	3.40706	151.44	3.44741	151.44	1.77218	151.44	1.77594	151.44	0.799642	151.44	0.834938	151.44	3.23946	151.44	3.30201
151.54	11.0769	151.54	11.223	151.54	6.39482	151.54	6.45303	151.54	3.40251	151.54	3.44758	151.54	1.77543	151.54	1.77604	151.54	0.804118	151.54	0.834989	151.54	3.24467	151.54	3.30218
151.64	11.0804	151.64	11.2233	151.64	6.39123	151.64	6.4533	151.64	3.40991	151.64	3.44775	151.64	1.78601	151.64	1.77613	151.64	0.808349	151.64	0.83504	151.64	3.2384	151.64	3.30235
151.74	11.0735	151.74	11.2236	151.74	6.39604	151.74	6.45356	151.74	3.41398	151.74	3.44792	151.74	1.77397	151.74	1.77623	151.74	0.797526	151.74	0.835091	151.74	3.2432	151.74	3.30252
151.84	11.0841	151.84	11.224	151.84	6.40466	151.84	6.45382	151.84	3.40771	151.84	3.44809	151.84	1.78259	151.84	1.77632	151.84	0.802246	151.84	0.835141	151.84	3.24792	151.84	3.30269
151.94	11.0841	151.94	11.2243	151.94	6.39685	151.94	6.45409	151.94	3.40381	151.94	3.44826	151.94	1.78455	151.94	1.77642	151.94	0.79248	151.94	0.835192	151.94	3.24988	151.94	3.30286
152.04	11.0918	152.04	11.2246	152.04	6.39946	152.04	6.45435	152.04	3.41227	152.04	3.44842	152.04	1.78715	152.04	1.77651	152.04	0.800945	152.04	0.835242	152.04	3.24272	152.04	3.30302
152.14	11.0841	152.14	11.2249	152.14	6.40662	152.14	6.45461	152.14	3.42139	152.14	3.44859	152.14	1.78064	152.14	1.77661	152.14	0.804199	152.14	0.835292	152.14	3.24988	152.14	3.30319
152.24	11.088	152.24	11.2253	152.24	6.40271	152.24	6.45487	152.24	3.42139	152.24	3.44876	152.24	1.78064	152.24	1.7767	152.24	0.804199	152.24	0.835343	152.24	3.24597	152.24	3.30336
152.34	11.0906	152.34	11.2256	152.34	6.40531	152.34	6.45513	152.34	3.41813	152.34	3.44892	152.34	1.78715	152.34	1.7768	152.34	0.797038	152.34	0.835393	152.34	3.24784	152.34	3.30352
152.44	11.0971	152.44	11.2259	152.44	6.3962	152.44	6.45539	152.44	3.42464	152.44	3.44909	152.44	1.78389	152.44	1.77689	152.44	0.796956	152.44	0.835442	152.44	3.24141	152.44	3.30369
152.54	11.0893	152.54	11.2262	152.54	6.40401	152.54	6.45565	152.54	3.41683	152.54	3.44925	152.54	1.78585	152.54	1.77698	152.54	0.801595	152.54	0.835492	152.54	3.25313	152.54	3.30385
152.64	11.0906	152.64	11.2265	152.64	6.41117	152.64	6.45591	152.64	3.41813	152.64	3.44942	152.64	1.78642	152.64	1.77708	152.64	0.79899	152.64	0.835542	152.64	3.25053	152.64	3.30402
152.74	11.0848	152.74	11.2268	152.74	6.40531	152.74	6.45616	152.74	3.42204	152.74	3.44958	152.74	1.77543	152.74	1.77717	152.74	0.798991	152.74	0.835591	152.74	3.25053	152.74	3.30418
152.84	11.0989	152.84	11.2271	152.84	6.41679	152.84	6.45642	152.84	3.42375	152.84	3.44975	152.84	1.78569	152.84	1.77726	152.84	0.799479	152.84	0.835641	152.84	3.24711	152.84	3.30435
152.94	11.0909	152.94	11.2275	152.94	6.41142	152.94	6.45668	152.94	3.42423	152.94	3.44991	152.94	1.78349	152.94	1.77735	152.94	0.797282	152.94	0.83569	152.94	3.25273	152.94	3.30451
153.04	11.0913	153.04	11.2278	153.04	6.41768	153.04	6.45693	153.04	3.42855	153.04	3.45008	153.04	1.78585	153.04	1.77745	153.04	0.797688	153.04	0.835739	153.04	3.25899	153.04	3.30468
153.14	11.0835	153.14	11.2281	153.14	6.40596	153.14	6.45719	153.14	3.42269	153.14	3.45024	153.14	1.77413	153.14	1.77754	153.14	0.789876	153.14	0.835788	153.14	3.24727	153.14	3.30484
153.24	11.0892	153.24	11.2284	153.24	6.41052	153.24	6.45744	153.24	3.42334	153.24	3.4504	153.24	1.77869	153.24	1.77763	153.24	0.79834	153.24	0.835837	153.24	3.24988	153.24	3.305
153.34	11.0926	153.34	11.2287	153.34	6.40727	153.34	6.45769	153.34	3.41813	153.34	3.45056	153.34	1.7852	153.34	1.77772	153.34	0.802897	153.34	0.835886	153.34	3.25444	153.34	3.30516
153.44	11.09	153.44	11.229	153.44	6.41248	153.44	6.45795	153.44	3.42725	153.44	3.45073	153.44	1.77673	153.44	1.77781	153.44	0.800293	153.44	0.835935	153.44	3.25183	153.44	3.30533
153.54	11.0874	153.54	11.2293	153.54	6.41182	153.54	6.4582	153.54	3.4305	153.54	3.45089	153.54	1.78389	153.54	1.77791	153.54	0.803547	153.54	0.835983	153.54	3.25899	153.54	3.30549
153.64	11.088	153.64	11.2296	153.64	6.41052	153.64	6.45845	153.64	3.41943	153.64	3.45105	153.64	1.78455	153.64	1.778	153.64	0.797609	153.64	0.836032	153.64	3.25891	153.64	3.30565
153.74	11.0945	153.74	11.2299	153.74	6.40922	153.74	6.4587	153.74	3.4279	153.74	3.45121	153.74	1.78129	153.74	1.77809	153.74	0.793131	153.74	0.83608	153.74	3.25444	153.74	3.30581
153.84	11.0913	153.84	11.2302	153.84	6.41378	153.84	6.45895	153.84	3.41878	153.84	3.45137	153.84	1.78707	153.84	1.77818	153.84	0.799642	153.84	0.836128	153.84	3.26095	153.84	3.30597
153.94	11.0932	153.94	11.2305	153.94	6.41964	153.94	6.4592	153.94	3.42074	153.94	3.45153	153.94	1.78389	153.94	1.77827	153.94	0.791829	153.94	0.836176	153.94	3.24923	153.94	3.30613
154.04	11.103	154.04	11.2308	154.04	6.41378	154.04	6.45945	154.04	3.42	154.04	3.45169	154.04	1.79171	154.04	1.77836	154.04	0.801595	154.04	0.836224	154.04	3.25704	154.04	3.30629
154.14	11.1054	154.14	11.2311	154.14	6.42013	154.14	6.4597	154.14	3.42513	154.14	3.45185	154.14	1.79024	154.14	1.77845	154.14	0.804036	154.14	0.836272	154.14	3.25557	154.14	3.30645
154.24	11.1019	154.24	11.2314	154.24	6.42249	154.24	6.45994	154.24	3.43726	154.24	3.452	154.24	1.80237	154.24	1.77854	154.24	0.804443	154.24	0.83632	154.24	3.26575	154.24	3.3066
154.34	11.1062	154.34	11.2317	154.34	6.42021	154.34	6.46019	154.34	3.42594	154.34	3.45216	154.34	1.79692	154.34	1.77863	154.34	0.808756	154.34	0.836368	154.34	3.27006	154.34	3.30676
154.44	11.1036	154.44	11.232	154.44	6.41443	154.44	6.46043	154.44	3.42725	154.44	3.45232	154.44	1.79822	154.44	1.77872	154.44	0.800293	154.44	0.836415	154.44	3.2616	154.44	3.30692
154.54	11.1068	154.54	11.2323	154.54	6.42419	154.54	6.46068	154.54	3.43506	154.54	3.45248	154.54	1.80603	154.54	1.77881	154.54	0.806152	154.54	0.836463	154.54	3.27136	154.54	3.30708
154.64	11.0978	154.64	11.2326	154.64	6.41638	154.64	6.46092	154.64	3.4292	154.64	3.45263	154.64	1.80017	154.64	1.7789	154.64	0.808105	154.64	0.83651	154.64	3.2655	154.64	3.30723
154.74	11.0997	154.74	11.2329	154.74	6.40857	154.74	6.46117	154.74	3.42725	154.74	3.45279	154.74	1.79626	154.74	1.77898	154.74	0.800293	154.74	0.836557	154.74	3.2655	154.74	3.30739
154.84	11.0971	154.84	11.2332	154.84	6.41573	154.84	6.46141	154.84	3.42074	154.84	3.45295	154.84	1.79366	154.84	1.77907	154.84	0.803548	154.84	0.836604	154.84	3.26876	154.84	3.30755
154.94	11.1075	154.94	11.2335	154.94	6.41638	154.94	6.46165	154.94	3.4292	154.94	3.4531	154.94	1.79822	154.94	1.77916	154.94	0.802246	154.94	0.836651	154.94	3.27917	154.94	3.3077
155.04	11.1036	155.04	11.2338	155.04	6.42224	155.04	6.46189	155.04	3.42725	155.04	3.45326	155.04	1.80603	155.04	1.77925	155.04	0.799561	155.04	0.836698	155.04	3.27136	155.04	3.30786
155.14	11.1169	155.14	11.2341	155.14	6.42183	155.14	6.46214	155.14	3.43074	155.14	3.45341	155.14	1.80367	155.14	1.77934	155.14	0.805745	155.14	0.836744	155.14	3.27877	155.14	3.30801
155.24	11.1121	155.24	11.2344	155.24	6.42485	155.24	6.46238	155.24	3.43376	155.24	3.45357	155.24	1.80863	155.24	1.77942	155.24	0.800944	155.24	0.836791	155.24	3.27787	155.24	3.30817
155.34	11.103	155.34	11.2347	155.34	6.42159	155.34	6.46262	155.34	3.43441	155.34	3.45372	155.34	1.80343	155.34	1.77951	155.34	0.795736	155.34	0.836838	155.34	3.28365	155.34	3.30832
155.44	11.1036	155.44	11.235	155.44	6.42224	155.44	6.46286	155.44	3.43628	155.44	3.45387	155.44	1.80994	155.44	1.7796	155.44	0.79834	155.44	0.836884	155.44	3.27332	155.44	3.30847
155.54	11.1004	155.54	11.2353	155.54	6.41899	155.54	6.46309	155.54	3.43571	155.54	3.45403	155.54	1.80595	155.54	1.77969	155.54	0.793132	155.54	0.83693	155.54	3.27983	155.54	3.30863
155.64	11.0971	155.64	11.2355	155.64	6.42354	155.64	6.46333	155.64	3.43245	155.64	3.45418	155.64	1.80733	155.64	1.77977	155.64	0.801594	155.64	0.836976	155.64	3.27657	155.64	3.30878
155.74	11.1023	155.74	11.2358	155.74	6.41703	155.74	6.46357	155.74	3.4279	155.74	3.45433	155.74	1.80082	155.74	1.77986	155.74	0.791178	155.74	0.837022	155.74	3.28569	155.74	3.30893
155.84	11.1	155.84	11.2361	155.84	6.4303	155.84	6.46381	155.84	3.4314	155.84	3.45449	155.84	1.80042	155.84	1.77994	155.84	0.798584	155.84	0.837068	155.84	3.28528	155.84	3.30909
155.94	11.1091	155.94	11.2364	155.94	6.42501	155.94	6.46404	155.94	3.42098	155.94	3.45464	155.94	1.80562	155.94	1.78003	155.94	0.794027	155.94	0.837114	155.94	3.28463	155.94	3.30924
156.04	11.1069	156.04	11.2367	156.04	6.41964	156.04	6.46428	156.04	3.4266	156.04	3.45479	156.04	1.80343	156.04	1.78012	156.04	0.795736	156.04	0.83716	156.04	3.28048	156.04	3.30939
156.14	11.1141	156.14	11.237	156.14	6.4268	156.14	6.46451	156.14	3.42399	156.14	3.45494	156.14	1.80863	156.14	1.7802	156.14	0.791178	156.14	0.837205	156.14	3.28764	156.14	3.30954
156.24	11.116	156.24	11.2373	156.24	6.43656	156.24	6.46475	156.24	3.42399	156.24	3.45509	156.24	1.81059	156.24	1.78029	156.24	0.80485	156.24	0.837251	156.24	3.28764	156.24	3.30969
156.34	11.1062	156.34	11.2375	156.34	6.42875	156.34	6.46498	156.34	3.4318	156.34	3.45524	156.34	1.80082	156.34	1.78037	156.34	0.795084	156.34	0.837296	156.34	3.28373	156.34	3.30984
156.44	11.1206	156.44	11.2378	156.44	6.42745	156.44	6.46521	156.44	3.43245	156.44	3.45539	156.44	1.81514	156.44	1.78046	156.44	0.795003	156.44	0.837342	156.44	3.2961	156.44	3.30999
156.54	11.1231	156.54	11.2381	156.54	6.44047	156.54	6.46544	156.54	3.43376	156.54	3.45554	156.54	1.8184	156.54	1.78054	156.54	0.804849	156.54	0.837387	156.54	3.2974	156.54	3.31014
156.64	11.1215	156.64	11.2384	156.64	6.42639	156.64	6.46567	156.64	3.42554	156.64	3.45569	156.64	1.80823	156.64	1.78063	156.64	0.796632	156.64	0.837432	156.64	3.29309	156.64	3.31029
156.74	11.1329	156.74	11.2387	156.74	6.42615	156.74	6.46591	156.74	3.43506	156.74	3.45584	156.74	1.80994	156.74	1.78071	156.74	0.806152	156.74	0.837477	156.74	3.30457	156.74	3.31044
156.84	11.1219	156.84	11.2389	156.84	6.4307	156.84	6.46614	156.84	3.42912	156.84	3.45599	156.84	1.79887	156.84	1.7808	156.84	0.800944	156.84	0.837521	156.84	3.2935	156.84	3.31059
156.94	11.1225	156.94	11.2392	156.94	6.42159	156.94	6.46637	156.94	3.42855	156.94	3.45613	156.94	1.79952	156.94	1.78088	156.94	0.797689	156.94	0.837566	156.94	3.28438	156.94	3.31073
157.04	11.1238	157.04	11.2395	157.04	6.41899	157.04	6.46659	157.04	3.43571	157.04	3.45628	157.04	1.79618	157.04	1.78096	157.04	0.793132	157.04	0.837611	157.04	3.28569	157.04	3.31088
157.14	11.1364	157.14	11.2398	157.14	6.42574	157.14	6.46682	157.14	3.4327	157.14	3.45643	157.14	1.79586	157.14	1.78105	157.14	0.805744	157.14	0.837655	157.14	3.29757	157.14	3.31103
157.24	11.1232	157.24	11.24	157.24	6.41638	157.24	6.46705	157.24	3.42334	157.24	3.45657	157.24	1.78845	157.24	1.78113	157.24	0.796387	157.24	0.8377	157.24	3.28699	157.24	3.31117
157.34	11.1338	157.34	11.2403	157.34	6.42826	157.34	6.46728	157.34	3.43595	157.34	3.45672	157.34	1.79911	157.34	1.78121	157.34	0.809	157.34	0.837744	157.34	3.2996	157.34	3.31132
157.44	11.1277	157.44	11.2406	157.44	6.41899	157.44	6.4675	157.44	3.4279	157.44	3.45687	157.44	1.79301	157.44	1.7813	157.44	0.800944	157.44	0.837788	157.44	3.28764	157.44	3.31147
157.54	11.1277	157.54	11.2408	157.54	6.42484	157.54	6.46773	157.54	3.43962	157.54	3.45701	157.54	1.79887	157.54	1.78138	157.54	0.802897	157.54	0.837832	157.54	3.28764	157.54	3.31161
157.64	11.1342	157.64	11.2411	157.64	6.43136	157.64	6.46796	157.64	3.4305	157.64	3.45716	157.64	1.79366	157.64	1.78146	157.64	0.807455	157.64	0.837876	157.64	3.29415	157.64	3.31176
157.74	11.1277	157.74	11.2414	157.74	6.42094	157.74	6.46818	157.74	3.43376	157.74	3.4573	157.74	1.7891	157.74	1.78154	157.74	0.802897	157.74	0.83792	157.74	3.2935	157.74	3.3119
157.84	11.1355	157.84	11.2417	157.84	6.41117	157.84	6.4684	157.84	3.42594	157.84	3.45745	157.84	1.77934	157.84	1.78163	157.84	0.793131	157.84	0.837964	157.84	3.27983	157.84	3.31205
157.94	11.1336	157.94	11.2419	157.94	6.41313	157.94	6.46863	157.94	3.42204	157.94	3.45759	157.94	1.78715	157.94	1.78171	157.94	0.800211	157.94	0.838007	157.94	3.27592	157.94	3.31219
